Order_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Country,Region,Order_Date,Ship_Date,Product_Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Profit,Shipping_Cost,Sales,Payment_Method,Customer_Segment,Delivery_Status,Rating,Month,Quarter,Year
ORD183688,CUST7916,Customer_CUST7916,Male,18,Bangalore,Karnataka,India,South,2023-10-13,2023-10-19,Home & Kitchen,Furniture,Bed Sheets,1,5000,0.04,726.46,421.11,4799.25,Credit Card,Regular,Returned,4.0,10,4,2023
ORD683899,CUST2420,Customer_CUST2420,Male,35,Mumbai,Maharashtra,India,West,2023-11-27,2023-11-22,Electronics,Smartphones,iPhone 14,2,30000,0.13,3207.26,320.08,51966.45,Credit Card,Premium,Delivered,2.0,11,4,2023
ORD233748,CUST5464,Customer_CUST5464,Female,32,Kolkata,West Bengal,India,East,2023-04-13,2023-04-19,Home & Kitchen,Appliances,Dining Table,5,10000,0.08,3949.78,2395.76,46081.39,Credit Card,Silver,Pending,4.0,4,2,2023
ORD966109,CUST9942,Customer_CUST9942,Male,28,Lucknow,Uttar Pradesh,India,North,2024-05-27,2024-05-31,Electronics,Laptops,MacBook Pro,5,70000,0.08,58566.41,1993.84,322510.95,Net Banking,Premium,Returned,5.0,5,2,2024
ORD557968,CUST5462,Customer_CUST5462,Female,58,Pune,Maharashtra,India,West,2024-04-11,2024-04-14,Electronics,Smartphones,Dell XPS,5,30000,0.01,24322.54,602.28,148940.16,Cash on Delivery,Gold,Cancelled,4.0,4,2,2024
ORD490624,CUST4591,Customer_CUST4591,Male,19,Delhi,Delhi,India,North,2022-08-02,2022-08-04,Books,Academic,The Alchemist,3,200,0.02,67.07,481.18,586.77,UPI,Gold,Pending,2.0,8,3,2022
ORD379219,CUST7035,Customer_CUST7035,Male,49,Indore,Madhya Pradesh,India,Central,2023-06-26,2023-07-06,Home & Kitchen,Cookware,Wall Art,1,1500,0.19,113.33,195.76,1217.25,UPI,Gold,Pending,3.0,6,2,2023
ORD740937,CUST2575,Customer_CUST2575,Female,32,Chennai,Tamil Nadu,India,South,2024-11-08,2024-11-17,Home & Kitchen,Appliances,Bed Sheets,5,10000,0.2,4697.57,810.27,40103.52,Cash on Delivery,Silver,Delivered,1.0,11,4,2024
ORD295834,CUST8184,Customer_CUST8184,Female,70,Kolkata,West Bengal,India,East,2024-04-21,2024-04-29,Clothing,Kids' Wear,Nike T-Shirt,2,1500,0.1,591.59,323.54,2698.19,Credit Card,Premium,Cancelled,5.0,4,2,2024
ORD168815,CUST9946,Customer_CUST9946,Female,48,Nagpur,Maharashtra,India,West,2022-12-14,2022-12-18,Electronics,Laptops,Fitbit Watch,2,30000,0.04,8408.66,232.14,57610.26,Net Banking,Gold,Cancelled,2.0,12,4,2022
ORD637388,CUST7548,Customer_CUST7548,Female,32,Pune,Maharashtra,India,West,2023-12-16,2023-12-18,Sports & Outdoors,Camping,Tent,2,500,0.14,67.71,600.97,860.39,Cash on Delivery,Gold,Cancelled,5.0,12,4,2023
ORD614656,CUST2282,Customer_CUST2282,Male,41,Pune,Maharashtra,India,West,2022-12-09,2022-12-13,Sports & Outdoors,Fitness,Tent,4,2500,0.09,2208.45,1027.83,9101.76,Cash on Delivery,Silver,Cancelled,5.0,12,4,2022
ORD121736,CUST2556,Customer_CUST2556,Female,22,Mumbai,Maharashtra,India,West,2023-12-08,2023-12-15,Books,Children,Atomic Habits,3,300,0.13,152.83,454.12,778.54,Net Banking,Silver,Cancelled,5.0,12,4,2023
ORD331227,CUST1457,Customer_CUST1457,Female,28,Bangalore,Karnataka,India,South,2024-09-20,2024-09-21,Home & Kitchen,Furniture,Wall Art,1,10000,0.05,1593.93,122.18,9484.69,UPI,Regular,Returned,5.0,9,3,2024
ORD965591,CUST8409,Customer_CUST8409,Male,28,Ahmedabad,Gujarat,India,West,2024-05-28,2024-06-05,Home & Kitchen,Appliances,Wall Art,5,10000,0.12,7555.61,322.94,44249.14,Debit Card,Gold,Cancelled,3.0,5,2,2024
ORD532600,CUST2974,Customer_CUST2974,Female,33,Bangalore,Karnataka,India,South,2024-05-23,2024-05-31,Books,Comics,1984,3,200,0.07,75.79,871.24,555.03,UPI,Silver,Cancelled,2.0,5,2,2024
ORD994547,CUST5072,Customer_CUST5072,Female,38,Pune,Maharashtra,India,West,2023-12-14,2023-12-12,Home & Kitchen,Appliances,Mixer Grinder,1,2000,0.08,215.58,113.91,1834.75,Debit Card,Regular,Cancelled,3.0,12,4,2023
ORD121101DUP,CUST3864,Customer_CUST3864,Female,30,Ahmedabad,Gujarat,India,West,2024-11-09,2024-11-17,Books,Fiction,Sapiens,4,500,0.18,304.11,708.3,1631.09,Debit Card,Silver,Cancelled,1.0,11,4,2024
ORD703550,CUST3591,Customer_CUST3591,Male,30,Bangalore,Karnataka,India,South,2023-11-04,2023-11-06,Electronics,Cameras,MacBook Pro,2,70000,0.04,10764.4,160.49,134159.17,Credit Card,Silver,Cancelled,3.0,11,4,2023
ORD449047,CUST7072,Customer_CUST7072,Male,38,Jaipur,Rajasthan,India,North,2024-05-20,2024-05-29,Clothing,Accessories,Polo Shirt,2,500,0.13,99.06,277.86,870.32,Credit Card,Gold,Pending,2.0,5,2,2024
ORD990470DUP,CUST8802,Customer_CUST8802,Male,23,Mumbai,Maharashtra,India,West,2024-08-04,2024-08-07,Electronics,Tablets,Canon Camera,2,30000,0.19,6839.41,248.58,48612.0,UPI,Premium,Delivered,2.0,8,3,2024
ORD623243,CUST9495,Customer_CUST9495,Female,38,Pune,Maharashtra,India,West,2022-12-03,2022-12-12,Sports & Outdoors,Cycling,Running Shoes,3,500,0.27,88.69,1427.74,1090.97,Cash on Delivery,Regular,Delivered,5.0,12,4,2022
ORD882625,CUST5142,Customer_CUST5142,Female,51,Hyderabad,Telangana,India,South,2024-01-25,2024-01-31,Books,Non-Fiction,Atomic Habits,3,300,0.24,100.02,1407.28,682.23,Cash on Delivery,Silver,Returned,5.0,1,1,2024
ORD455951,CUST2983,Customer_CUST2983,Male,41,Lucknow,Uttar Pradesh,India,North,2022-10-06,2022-10-15,Sports & Outdoors,Fitness,Mountain Bike,2,3000,0.01,1224.42,741.91,5934.8,Credit Card,Regular,Delivered,1.0,10,4,2022
ORD642314,CUST1582,Customer_CUST1582,Female,19,Kolkata,West Bengal,India,East,2023-01-22,2023-01-18,Books,Fiction,The Alchemist,5,500,0.25,442.91,1063.97,1866.59,Net Banking,Regular,Cancelled,4.0,1,1,2023
ORD795431,CUST4711,Customer_CUST4711,Male,42,Lucknow,Uttar Pradesh,India,North,2022-11-23,2022-11-26,Electronics,Tablets,Sony Headphones,1,10000,0.29,1060.26,471.8,7111.15,Cash on Delivery,Premium,Returned,5.0,11,4,2022
ORD226125,CUST7141,Customer_CUST7141,Male,42,Bangalore,Karnataka,India,South,2023-01-22,2023-02-01,Sports & Outdoors,Camping,Mountain Bike,1,1000,0.17,187.03,367.87,827.8,Debit Card,Regular,Delivered,5.0,1,1,2023
ORD231827,CUST3103,Customer_CUST3103,Male,24,Bangalore,Karnataka,India,South,2023-12-10,2023-12-20,Clothing,Men's Wear,Nike T-Shirt,5,1500,0.21,1387.49,617.03,5927.94,Net Banking,Regular,Pending,2.0,12,4,2023
ORD384795,CUST1145,Customer_CUST1145,Male,45,Pune,Maharashtra,India,West,2022-06-28,2022-07-08,Clothing,Accessories,Formal Suit,3,300,0.06,-215.96,167.38,847.9,Cash on Delivery,Gold,Delivered,4.0,6,2,2022
ORD652007,CUST6934,Customer_CUST6934,Female,39,Kolkata,West Bengal,India,East,2024-08-30,2024-09-05,Books,Comics,The Alchemist,4,200,0.29,105.62,1321.81,568.75,Debit Card,Premium,Delivered,3.0,8,3,2024
ORD413011,CUST2076,Customer_CUST2076,Female,62,Bangalore,Karnataka,India,South,2022-07-12,2022-07-20,Home & Kitchen,Bedding,Bed Sheets,5,3000,0.2,1985.67,1127.34,12044.53,Debit Card,Regular,Cancelled,4.0,7,3,2022
ORD244562,CUST4830,Customer_CUST4830,Female,25,Nagpur,Maharashtra,India,West,2022-06-05,2022-06-11,Home & Kitchen,Bedding,Bed Sheets,5,2000,0.28,416.29,410.53,7220.18,Debit Card,Silver,Cancelled,3.0,6,2,2022
ORD566529,CUST9314,Customer_CUST9314,Male,25,Indore,Madhya Pradesh,India,Central,2024-08-22,2024-08-24,Books,Fiction,Harry Potter,2,500,0.27,177.12,732.27,732.14,UPI,Gold,Delivered,3.0,8,3,2024
ORD825203,CUST4790,Customer_CUST4790,Male,39,Jaipur,Rajasthan,India,North,2023-06-10,2023-06-11,Books,Comics,Sapiens,4,150,0.02,143.55,1632.15,586.56,Cash on Delivery,Premium,Delivered,2.0,6,2,2023
ORD837847,CUST4780,Customer_CUST4780,Female,21,Chennai,Tamil Nadu,India,South,2022-03-09,2022-03-16,Books,Non-Fiction,The Alchemist,4,200,0.15,95.88,1184.43,682.59,Net Banking,Gold,Returned,3.0,3,1,2022
ORD651891,CUST8954,Customer_CUST8954,Male,44,Nagpur,Maharashtra,India,West,2022-10-14,2022-10-24,Books,Academic,Atomic Habits,5,300,0.0,263.31,344.56,1495.26,UPI,Silver,Cancelled,5.0,10,4,2022
ORD988353,CUST9772,Customer_CUST9772,Female,18,Hyderabad,Telangana,India,South,2023-04-07,2023-04-11,Home & Kitchen,Decor,Sofa Set,2,5000,0.03,1035.66,271.98,9695.04,Net Banking,Regular,Returned,4.0,4,2,2023
ORD357143,CUST4044,Customer_CUST4044,Female,18,Lucknow,Uttar Pradesh,India,North,2022-01-16,2022-01-26,Clothing,Accessories,Adidas Shoes,4,1500,0.01,734.84,1069.88,5939.77,Credit Card,Gold,Cancelled,1.0,1,1,2022
ORD923584,CUST8530,Customer_CUST8530,Female,37,Jaipur,Rajasthan,India,North,2022-11-03,2022-11-08,Home & Kitchen,Bedding,Mixer Grinder,1,3000,0.05,391.21,150.32,2835.97,Cash on Delivery,Silver,Cancelled,1.0,11,4,2022
ORD768127,CUST8419,Customer_CUST8419,Female,35,Jaipur,Rajasthan,India,North,2022-01-01,2021-12-27,Home & Kitchen,Decor,Bed Sheets,3,3000,0.21,1193.77,237.08,7092.87,Net Banking,Premium,Pending,5.0,1,1,2022
ORD576290,CUST9937,Customer_CUST9937,Female,40,Jaipur,Rajasthan,India,North,2024-04-15,2024-04-20,Clothing,Accessories,Winter Jacket,4,500,0.15,345.64,1789.63,1704.12,Credit Card,Premium,Cancelled,4.0,4,2,2024
ORD940561,CUST6535,Customer_CUST6535,Female,22,Indore,Madhya Pradesh,India,Central,2023-07-27,2023-08-05,Sports & Outdoors,Team Sports,Mountain Bike,3,800,0.15,150.3,979.42,2038.54,Net Banking,Silver,Delivered,1.0,7,3,2023
ORD726149,CUST6055,Customer_CUST6055,Female,53,Ahmedabad,Gujarat,India,West,2022-07-23,2022-07-25,Clothing,Footwear,Summer Dress,4,1500,0.5,323.38,968.46,3000.0,Debit Card,Premium,Returned,4.0,7,3,2022
ORD836388,CUST5566,Customer_CUST5566,Male,50,Indore,Madhya Pradesh,India,Central,2023-11-15,2023-11-10,Home & Kitchen,Appliances,Sofa Set,3,10000,0.28,4452.1,166.23,21510.35,Cash on Delivery,Silver,Pending,5.0,11,4,2023
ORD239109,CUST4605,Customer_CUST4605,Male,34,Ahmedabad,Gujarat,India,West,2023-10-05,2023-10-12,Clothing,Women's Wear,Nike T-Shirt,1,1000,0.11,58.31,323.17,886.46,UPI,Silver,Returned,4.0,10,4,2023
ORD854137,CUST7826,Customer_CUST7826,Female,18,Delhi,Delhi,India,North,2024-02-16,2024-02-22,Home & Kitchen,Cookware,Microwave Oven,5,10000,0.26,4340.23,2474.04,37171.96,Debit Card,Silver,Returned,2.0,2,1,2024
ORD961269,CUST2478,Customer_CUST2478,Female,18,Kolkata,West Bengal,India,East,2023-09-25,2023-10-03,Books,Children,Atomic Habits,4,300,0.28,85.65,1413.42,861.06,Cash on Delivery,Regular,Pending,1.0,9,3,2023
ORD329882,CUST8451,Customer_CUST8451,Male,25,Ahmedabad,Gujarat,India,West,2024-05-22,2024-05-24,Clothing,Footwear,Winter Jacket,2,1500,0.24,343.09,482.67,2272.16,Credit Card,Gold,Pending,4.0,5,2,2024
ORD298087,CUST2360,Customer_CUST2360,Male,41,Lucknow,Uttar Pradesh,India,North,2024-02-15,2024-02-24,Sports & Outdoors,Fitness,Tent,5,1000,0.13,231.75,652.1,4350.47,Credit Card,Premium,Pending,1.0,2,1,2024
ORD316051,CUST4010,Customer_CUST4010,Female,46,Jaipur,Rajasthan,India,North,2024-07-23,2024-07-27,Electronics,Cameras,Dell XPS,1,30000,0.25,1869.89,178.55,22386.11,Debit Card,Gold,Cancelled,1.0,7,3,2024
ORD997343,CUST9810,Customer_CUST9810,Female,29,Nagpur,Maharashtra,India,West,2022-05-17,2022-05-21,Books,Comics,The Alchemist,3,200,0.15,42.25,703.63,509.21,Credit Card,Regular,Delivered,4.0,5,2,2022
ORD338461,CUST3090,Customer_CUST3090,Male,38,Hyderabad,Telangana,India,South,2022-04-14,2022-04-24,Clothing,Women's Wear,Adidas Shoes,2,2000,0.25,169.52,852.73,3006.45,Credit Card,Regular,Pending,2.0,4,2,2022
ORD815326,CUST9004,Customer_CUST9004,Female,38,Pune,Maharashtra,India,West,2024-10-19,2024-10-21,Electronics,Cameras,Canon Camera,4,50000,0.13,41430.93,1767.74,173252.17,Cash on Delivery,Regular,Returned,3.0,10,4,2024
ORD777422,CUST1084,Customer_CUST1084,Female,40,Lucknow,Uttar Pradesh,India,North,2023-10-24,2023-10-29,Sports & Outdoors,Cycling,Mountain Bike,3,3000,0.27,1059.23,1151.68,6581.66,Debit Card,Silver,Returned,1.0,10,4,2023
ORD863647,CUST3419,Customer_CUST3419,Female,47,Kolkata,West Bengal,India,East,2022-01-11,2022-01-13,Electronics,Smartphones,Fitbit Watch,5,10000,0.8,1159.3,330.86,10000.0,Credit Card,Silver,Returned,3.0,1,1,2022
ORD853171,CUST3979,Customer_CUST3979,Female,18,Kolkata,West Bengal,India,East,2022-12-13,2022-12-21,Home & Kitchen,Appliances,Wall Art,3,3000,0.21,720.32,996.16,7117.54,UPI,Regular,Pending,3.0,12,4,2022
ORD245569,CUST9751,Customer_CUST9751,Female,50,Indore,Madhya Pradesh,India,Central,2023-02-20,2023-02-27,Home & Kitchen,Cookware,Mixer Grinder,4,3000,0.24,1706.2,218.48,9121.57,Net Banking,Silver,Returned,5.0,2,1,2023
ORD802319,CUST8727,Customer_CUST8727,Female,39,Jaipur,Rajasthan,India,North,2022-06-28,2022-07-06,Clothing,Kids' Wear,Polo Shirt,4,2000,0.29,436.89,678.13,5664.09,Cash on Delivery,Premium,Cancelled,1.0,6,2,2022
ORD446033,CUST9596,Customer_CUST9596,Female,18,Lucknow,Uttar Pradesh,India,North,2022-04-08,2022-04-10,Electronics,Laptops,Fitbit Watch,2,2000,0.3,477.17,302.58,2800.71,Cash on Delivery,Regular,Cancelled,4.0,4,2,2022
ORD518287,CUST6870,Customer_CUST6870,Male,41,Ahmedabad,Gujarat,India,West,2023-01-07,2023-01-10,Sports & Outdoors,Camping,Running Shoes,2,12000,0.24,2908.07,341.07,18317.5,Credit Card,Regular,Returned,4.0,1,1,2023
ORD864858,CUST9256,Customer_CUST9256,Male,53,Bangalore,Karnataka,India,South,2023-08-03,2023-08-10,Books,Children,Harry Potter,1,500,0.11,82.8,73.64,444.27,Cash on Delivery,Silver,Cancelled,5.0,8,3,2023
ORD850253,CUST6180,Customer_CUST6180,Female,35,Hyderabad,Telangana,India,South,2022-12-14,2022-12-22,Clothing,Accessories,Formal Suit,5,2000,0.05,1374.57,505.75,9450.33,Cash on Delivery,Silver,Pending,4.0,12,4,2022
ORD379139,CUST9115,Customer_CUST9115,Female,27,Kolkata,West Bengal,India,East,2022-05-06,2022-05-14,Electronics,Laptops,Samsung Galaxy,5,70000,0.19,62548.81,1835.79,281841.77,Cash on Delivery,Gold,Cancelled,3.0,5,2,2022
ORD418365,CUST1961,Customer_CUST1961,Female,51,Ahmedabad,Gujarat,India,West,2023-06-01,2023-06-06,Home & Kitchen,Bedding,Sofa Set,3,3000,0.15,927.62,805.05,7615.23,UPI,Silver,Delivered,3.0,6,2,2023
ORD393181,CUST8068,Customer_CUST8068,Male,18,Hyderabad,Telangana,India,South,2023-02-10,2023-02-19,Electronics,Laptops,Fitbit Watch,1,50000,0.01,11372.58,353.78,49389.1,Cash on Delivery,Gold,Delivered,4.0,2,1,2023
ORD954566,CUST5099,Customer_CUST5099,Female,31,Pune,Maharashtra,India,West,2022-09-12,2022-09-18,Home & Kitchen,Furniture,Sofa Set,5,10000,0.27,5925.98,1629.51,36402.75,Cash on Delivery,Gold,Delivered,3.0,9,3,2022
ORD104556,CUST7705,Customer_CUST7705,Female,30,Lucknow,Uttar Pradesh,India,North,2023-11-15,2023-11-17,Clothing,Men's Wear,Levi's Jeans,4,300,0.05,87.54,1536.91,1136.21,Credit Card,Silver,Returned,5.0,11,4,2023
ORD388804,CUST1238,Customer_CUST1238,Male,57,Pune,Maharashtra,India,West,2023-03-19,2023-03-24,Books,Non-Fiction,The Alchemist,3,300,0.13,113.2,185.6,783.61,Credit Card,Silver,Returned,2.0,3,1,2023
ORD735336,CUST5698,Customer_CUST5698,Female,37,Jaipur,Rajasthan,India,North,2022-09-23,2022-09-24,Electronics,Accessories,iPhone 14,3,10000,0.09,6455.0,904.49,27312.88,UPI,Silver,Delivered,3.0,9,3,2022
ORD768362,CUST8110,Customer_CUST8110,Female,48,Hyderabad,Telangana,India,South,2022-09-11,2022-09-16,Books,Comics,Sapiens,2,150,0.17,51.08,559.66,248.62,UPI,Silver,Cancelled,5.0,9,3,2022
ORD175452,CUST3927,Customer_CUST3927,Female,37,Lucknow,Uttar Pradesh,India,North,2023-04-20,2023-04-26,Electronics,Laptops,Sony Headphones,3,750000,0.12,491349.79,563.42,1974171.72,Cash on Delivery,Silver,Pending,4.0,4,2,2023
ORD206116,CUST9379,Customer_CUST9379,Female,23,Kolkata,West Bengal,India,East,2023-06-23,2023-07-02,Clothing,Accessories,Winter Jacket,1,300,0.18,58.71,128.05,245.65,Net Banking,Regular,Cancelled,4.0,6,2,2023
ORD100892,CUST6786,Customer_CUST6786,Female,23,Jaipur,Rajasthan,India,North,2024-08-25,2024-08-26,Sports & Outdoors,Outdoor Gear,Football,1,800,0.06,89.79,462.33,754.7,Debit Card,Regular,Cancelled,2.0,8,3,2024
ORD323011,CUST4610,Customer_CUST4610,Female,38,Delhi,Delhi,India,North,2022-01-19,2022-01-29,Home & Kitchen,Cookware,Dining Table,3,3000,0.02,934.59,1377.91,8854.34,Net Banking,Gold,Cancelled,5.0,1,1,2022
ORD101442,CUST4848,Customer_CUST4848,Female,32,Delhi,Delhi,India,North,2022-09-24,2022-09-28,Electronics,Smartphones,Samsung Galaxy,2,50000,0.26,16327.2,282.47,73986.37,UPI,Regular,Pending,5.0,9,3,2022
ORD380634,CUST4637,Customer_CUST4637,Female,45,Chennai,Tamil Nadu,India,South,2023-07-03,2023-07-04,Clothing,Women's Wear,Formal Suit,3,300,0.12,182.13,1415.25,788.6,Debit Card,Premium,Cancelled,2.0,7,3,2023
ORD859251,CUST1368,Customer_CUST1368,Female,35,Hyderabad,Telangana,India,South,2022-07-03,2022-07-13,Sports & Outdoors,Fitness,Tent,5,800,0.22,285.13,1683.64,3122.42,Debit Card,Gold,Cancelled,5.0,7,3,2022
ORD248190,CUST1474,Customer_CUST1474,Male,28,Kolkata,West Bengal,India,East,2023-11-26,2023-12-04,Sports & Outdoors,Fitness,Yoga Mat,1,2500,0.29,259.03,225.26,1778.89,Cash on Delivery,Silver,Delivered,1.0,11,4,2023
ORD561466,CUST6034,Customer_CUST6034,Female,47,Indore,Madhya Pradesh,India,Central,2024-09-23,2024-09-24,Home & Kitchen,Cookware,Mixer Grinder,1,1500,0.11,216.93,340.36,1340.5,Debit Card,Silver,Pending,4.0,9,3,2024
ORD947313,CUST9101,Customer_CUST9101,Female,55,Indore,Madhya Pradesh,India,Central,2024-04-20,2024-04-25,Books,Non-Fiction,Sapiens,3,300,0.03,178.39,1423.22,876.32,Cash on Delivery,Gold,Pending,2.0,4,2,2024
ORD311173,CUST7333,Customer_CUST7333,Female,57,Delhi,Delhi,India,North,2024-12-01,2024-12-11,Sports & Outdoors,Cycling,Tent,2,500,0.25,85.03,880.59,750.25,Cash on Delivery,Gold,Pending,5.0,12,4,2024
ORD871547,CUST3254,Customer_CUST3254,Male,38,Ahmedabad,Gujarat,India,West,2024-04-26,2024-05-03,Clothing,Accessories,Polo Shirt,2,1500,0.01,673.23,430.75,2975.62,Credit Card,Gold,Delivered,5.0,4,2,2024
ORD640019,CUST8473,Customer_CUST8473,Male,38,Jaipur,Rajasthan,India,North,2022-05-10,2022-05-20,Books,Children,The Alchemist,2,150,0.25,47.18,275.05,225.14,UPI,Regular,Returned,2.0,5,2,2022
ORD848476,CUST4442,Customer_CUST4442,Female,29,Delhi,Delhi,India,North,2023-11-07,2023-11-09,Books,Non-Fiction,Harry Potter,3,1000,0.1,283.91,498.19,2702.4,Debit Card,Gold,Cancelled,,11,4,2023
ORD383433,CUST9835,Customer_CUST9835,Female,48,Indore,Madhya Pradesh,India,Central,2022-11-14,2022-11-24,Books,Children,Atomic Habits,3,300,0.18,90.11,499.71,736.1,Credit Card,Regular,Pending,3.0,11,4,2022
ORD999479,CUST9622,Customer_CUST9622,Male,44,Hyderabad,Telangana,India,South,2024-04-22,2024-04-24,Electronics,Laptops,iPhone 14,1,30000,0.11,4612.43,250.15,26591.51,Credit Card,Regular,Returned,4.0,4,2,2024
ORD771221,CUST7246,Customer_CUST7246,Male,32,Ahmedabad,Gujarat,India,West,2024-09-15,2024-09-24,Clothing,Kids' Wear,Adidas Shoes,4,2000,0.14,804.39,223.03,6841.57,Cash on Delivery,Gold,Returned,2.0,9,3,2024
ORD423910,CUST5861,Customer_CUST5861,Female,39,Ahmedabad,Gujarat,India,West,2022-03-22,2022-03-25,Electronics,Laptops,Canon Camera,2,70000,0.21,23929.39,131.75,110030.13,Cash on Delivery,Gold,Cancelled,5.0,3,1,2022
ORD819115,CUST8485,Customer_CUST8485,Female,26,Chennai,Tamil Nadu,India,South,2022-10-30,2022-10-29,Electronics,Accessories,Sony Headphones,5,30000,0.09,32520.2,1108.71,136999.59,Cash on Delivery,Silver,Returned,2.0,10,4,2022
ORD912127,CUST4871,Customer_CUST4871,Female,24,Pune,Maharashtra,India,West,2024-09-22,2024-09-30,Sports & Outdoors,Fitness,Running Shoes,2,2500,0.06,735.64,979.57,4702.96,Debit Card,Gold,Delivered,3.0,9,3,2024
ORD308622,CUST5915,Customer_CUST5915,Female,18,Jaipur,Rajasthan,India,North,2022-04-08,2022-04-15,Clothing,Men's Wear,Levi's Jeans,3,300,0.03,106.68,500.69,874.0,UPI,Silver,Delivered,3.0,4,2,2022
ORD841600,CUST4654,Customer_CUST4654,Male,18,Nagpur,Maharashtra,India,West,2023-07-28,2023-08-07,Electronics,Cameras,Fitbit Watch,2,30000,0.07,3952.5,832.32,55849.12,Cash on Delivery,Regular,Delivered,5.0,7,3,2023
ORD945411,CUST2615,Customer_CUST2615,Male,20,Pune,Maharashtra,India,West,2023-06-11,2023-06-06,Electronics,Smartphones,Dell XPS,5,2000,0.1,1243.0,2061.49,9008.12,Debit Card,Silver,Cancelled,4.0,6,2,2023
ORD678414,CUST1515,Customer_CUST1515,Female,42,Hyderabad,Telangana,India,South,2023-01-29,2023-02-03,Sports & Outdoors,Fitness,Running Shoes,4,800,0.04,286.33,915.5,3076.88,Cash on Delivery,Regular,Pending,1.0,1,1,2023
ORD705949,CUST8632,Customer_CUST8632,Male,30,Ahmedabad,Gujarat,India,West,2022-01-21,2022-01-26,Electronics,Accessories,MacBook Pro,2,2000,0.21,738.61,147.75,3166.51,Credit Card,Premium,Cancelled,2.0,1,1,2022
ORD972558,CUST2622,Customer_CUST2622,Female,30,Pune,Maharashtra,India,West,2022-07-01,2022-07-05,Sports & Outdoors,Outdoor Gear,Football,4,1000,0.27,508.57,542.96,2922.32,Cash on Delivery,Premium,Delivered,5.0,7,3,2022
ORD418803,CUST5739,Customer_CUST5739,Female,46,Jaipur,Rajasthan,India,North,2022-10-29,2022-11-06,Electronics,Smartphones,Sony Headphones,3,50000,0.13,13903.11,350.89,130644.28,Cash on Delivery,Premium,Pending,4.0,10,4,2022
ORD556322,CUST9184,Customer_CUST9184,Female,25,Jaipur,Rajasthan,India,North,2022-04-29,2022-05-09,Home & Kitchen,Bedding,Dining Table,4,5000,0.0,1145.42,1327.81,19981.51,Net Banking,Premium,Returned,1.0,4,2,2022
ORD844249,CUST6785,Customer_CUST6785,Male,28,Mumbai,Maharashtra,India,West,2022-12-04,2022-12-05,Clothing,Kids' Wear,Adidas Shoes,1,300,0.01,36.33,184.11,297.95,Cash on Delivery,Gold,Pending,2.0,12,4,2022
ORD368880,CUST7223,Customer_CUST7223,Female,41,Chennai,Tamil Nadu,India,South,2024-03-15,2024-03-13,Sports & Outdoors,Camping,Football,4,1000,0.26,604.08,959.28,2973.69,Credit Card,Silver,Pending,5.0,3,1,2024
ORD836334,CUST3446,Customer_CUST3446,Male,33,Nagpur,Maharashtra,India,West,2024-03-13,2024-03-18,Clothing,Footwear,Summer Dress,5,2000,0.5,684.4,2089.29,5000.0,Debit Card,Regular,Returned,2.0,3,1,2024
ORD451125,CUST3267,Customer_CUST3267,Male,44,Chennai,Tamil Nadu,India,South,2022-01-24,2022-01-30,Books,Comics,Sapiens,4,500,0.28,192.12,1027.04,1433.72,Debit Card,Premium,Cancelled,1.0,1,1,2022
ORD855517,CUST5599,Customer_CUST5599,Female,69,Indore,Madhya Pradesh,India,Central,2022-06-19,2022-06-28,Electronics,Tablets,iPhone 14,4,10000,0.08,2114.69,917.95,36797.05,Credit Card,Regular,Cancelled,2.0,6,2,2022
ORD158680,CUST9219,Customer_CUST9219,Male,22,Ahmedabad,Gujarat,India,West,2023-10-14,2023-10-21,Sports & Outdoors,Cycling,Running Shoes,2,2500,0.07,379.8,158.88,4640.87,Debit Card,Regular,Pending,4.0,10,4,2023
ORD843647,CUST9011,Customer_CUST9011,Female,25,Jaipur,Rajasthan,India,North,2022-06-16,2022-06-18,Books,Fiction,Harry Potter,4,150,0.05,29.36,1454.65,568.11,Debit Card,Regular,Delivered,1.0,6,2,2022
ORD448531,CUST9366,Customer_CUST9366,Female,23,Ahmedabad,Gujarat,India,West,2023-03-26,2023-04-05,Books,Fiction,The Alchemist,5,300,0.2,200.52,903.2,1205.03,Debit Card,Gold,Returned,2.0,3,1,2023
ORD389389,CUST7358,Customer_CUST7358,Female,57,Chennai,Tamil Nadu,India,South,2022-06-12,2022-06-14,Clothing,Footwear,Formal Suit,3,1500,0.2,669.26,673.48,3616.75,Credit Card,Silver,Pending,5.0,6,2,2022
ORD665300,CUST8971,Customer_CUST8971,Female,38,Indore,Madhya Pradesh,India,Central,2022-10-20,2022-10-28,Sports & Outdoors,Camping,Mountain Bike,1,800,0.27,138.81,367.53,583.29,Net Banking,Gold,Delivered,3.0,10,4,2022
ORD171189,CUST9094,Customer_CUST9094,Female,108,Hyderabad,Telangana,India,South,2022-01-06,2022-01-11,Sports & Outdoors,Team Sports,Running Shoes,3,3000,0.03,454.73,460.06,8754.21,Credit Card,Silver,Cancelled,2.0,1,1,2022
ORD785371,CUST6974,Customer_CUST6974,Male,38,Indore,Madhya Pradesh,India,Central,2022-12-17,2022-12-26,Electronics,Accessories,Fitbit Watch,3,910000,0.18,378977.81,252.73,2227947.22,Cash on Delivery,Regular,Delivered,2.0,12,4,2022
