Order_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Country,Region,Order_Date,Ship_Date,Product_Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Profit,Profit_Margin,Shipping_Cost,Payment_Method,Customer_Segment,Delivery_Status,Rating,Processing_Days,Month,Quarter,Year
ORD920683,CUST8897,Customer_CUST8897,Male,42,Bangalore,Karnataka,India,South,2023-10-17,2023-10-24,Sports & Outdoors,Team Sports,Running Shoes,1,800,0.27,584.0,135.31,0.23169520547945205,227.63,COD,Regular,Cancelled,3.0,7,10,4,2023
ORD489511,CUST3364,Customer_CUST3364,Male,45,Ahmedabad,Gujarat,India,West,2024-07-26,2024-07-29,Sports & Outdoors,Outdoor Gear,Yoga Mat,2,3000,0.22,4680.0,1119.21,0.2391474358974359,432.4,Net Banking,Premium,Delivered,3.0,3,7,3,2024
ORD333823,CUST5286,Customer_CUST5286,Male,34,Hyderabad,Telangana,India,South,2022-05-20,2022-05-27,Electronics,Cameras,iPad Air,4,30000,0.09,109200.0,12071.66,0.110546336996337,1019.55,COD,Silver,Pending,2.0,7,5,2,2022
ORD703096,CUST2584,Customer_CUST2584,Female,47,Delhi,Delhi,India,North,2024-04-07,2024-04-08,Home & Kitchen,Bedding,Dining Table,5,1500,0.19,6075.0,619.04,0.10189958847736624,2293.32,COD,Regular,Pending,1.0,1,4,2,2024
ORD501148,CUST4389,Customer_CUST4389,Female,26,Jaipur,Rajasthan,India,North,2024-05-02,2024-05-07,Books,Fiction,Sapiens,5,200,0.12,880.0,176.34,0.20038636363636364,811.36,Debit Card,Premium,Cancelled,2.0,5,5,2,2024
ORD156277,CUST6211,Customer_CUST6211,Female,35,Chennai,Tamil Nadu,India,South,2022-10-04,2022-10-07,Electronics,Laptops,MacBook Pro,3,10000,0.13,26100.0,4944.96,0.18946206896551723,831.8,Debit Card,Regular,Cancelled,5.0,3,10,4,2022
ORD882558,CUST4976,Customer_CUST4976,Female,47,Ahmedabad,Gujarat,India,West,2022-08-21,2022-08-23,Electronics,Accessories,Samsung Galaxy,5,70000,0.25,262500.0,43338.14900000001,0.1650977104761905,703.2,Net Banking,Regular,Returned,3.0,2,8,3,2022
ORD380920,CUST7586,Customer_CUST7586,Female,34,Lucknow,Uttar Pradesh,India,North,2023-08-10,2023-08-18,Sports & Outdoors,Outdoor Gear,Mountain Bike,3,500,0.19,1215.0,209.13,0.17212345679012345,749.65,Debit Card,Regular,Cancelled,4.0,8,8,3,2023
ORD793028,CUST9475,Customer_CUST9475,Male,18,Kolkata,West Bengal,India,East,2022-12-30,2023-01-01,Home & Kitchen,Furniture,Bed Sheets,1,10000,0.14,8600.0,2076.03,0.24139883720930236,153.14,Credit Card,Premium,Delivered,2.0,2,12,4,2022
ORD800586,CUST4253,Customer_CUST4253,Male,18,Mumbai,Maharashtra,India,West,2023-09-24,2023-09-27,Sports & Outdoors,Camping,Tent,4,500,0.16,1680.0,135.07,0.08039880952380953,205.09,COD,Regular,Returned,1.0,3,9,3,2023
ORD555812DUP,CUST7965,Customer_CUST7965,Male,18,Mumbai,Maharashtra,India,West,2022-02-14,2022-02-21,Sports & Outdoors,Camping,Mountain Bike,5,3000,0.1,13500.0,2145.79,0.1589474074074074,1196.57,UPI,Premium,Pending,4.0,7,2,1,2022
ORD373513,CUST5556,Customer_CUST5556,Male,35,Hyderabad,Telangana,India,South,2023-06-11,2023-06-13,Books,Academic,1984,5,500,0.13,2175.0,276.45,0.12710344827586206,1375.31,COD,Regular,Cancelled,3.0,2,6,2,2023
ORD382991,CUST2416,Customer_CUST2416,Male,44,Jaipur,Rajasthan,India,North,2022-12-21,2022-12-27,Sports & Outdoors,Cycling,Running Shoes,5,800,0.19,3240.0,597.93,0.1845462962962963,2148.38,UPI,Premium,Cancelled,2.0,6,12,4,2022
ORD609691,CUST5164,Customer_CUST5164,Female,23,Hyderabad,Telangana,India,South,2022-11-19,2022-11-28,Sports & Outdoors,Cycling,Yoga Mat,2,3000,0.27,4380.0,1003.68,0.22915068493150684,840.58,UPI,Regular,Delivered,3.0,9,11,4,2022
ORD600238,CUST3790,Customer_CUST3790,Male,33,Jaipur,Rajasthan,India,North,2022-11-18,2022-11-23,Sports & Outdoors,Camping,Yoga Mat,1,800,0.21,632.0,114.16,0.18063291139240506,475.7,Net Banking,Silver,Returned,5.0,5,11,4,2022
ORD316470,CUST4810,Customer_CUST4810,Male,48,Lucknow,Uttar Pradesh,India,North,2022-10-09,2022-10-13,Books,Children,Harry Potter,2,300,0.17,498.0,30.19,0.06062248995983936,379.73,Net Banking,Gold,Cancelled,4.0,4,10,4,2022
ORD113675DUP,CUST2600,Customer_CUST2600,Male,28,Mumbai,Maharashtra,India,West,2023-02-11,2023-02-12,Books,Non-Fiction,The Alchemist,3,1000,0.29,2130.0,139.08,0.06529577464788733,740.67,Credit Card,Regular,Returned,4.0,1,2,1,2023
ORD871361,CUST8945,Customer_CUST8945,Male,41,Kolkata,West Bengal,India,East,2024-01-08,2024-01-09,Sports & Outdoors,Camping,Football,3,3000,0.12,7920.0,1945.94,0.24569949494949495,797.15,Net Banking,Regular,Pending,3.0,1,1,1,2024
ORD377332,CUST9864,Customer_CUST9864,Male,49,Kolkata,West Bengal,India,East,2024-06-07,2024-06-12,Home & Kitchen,Decor,Bed Sheets,4,1500,0.11,5340.0,347.11,0.06500187265917604,404.22,Credit Card,Silver,Returned,5.0,5,6,2,2024
ORD886157,CUST8218,Customer_CUST8218,Female,25,Hyderabad,Telangana,India,South,2023-06-02,2023-06-09,Clothing,Footwear,Summer Dress,4,500,0.21,1580.0,386.65,0.2447151898734177,1818.89,Credit Card,Regular,Delivered,5.0,7,6,2,2023
ORD433730,CUST8126,Customer_CUST8126,Female,26,Bangalore,Karnataka,India,South,2023-11-13,2023-11-16,Home & Kitchen,Bedding,Sofa Set,3,5000,0.04,14400.0,2078.38,0.14433194444444444,621.22,Credit Card,Gold,Delivered,4.0,3,11,4,2023
ORD164536,CUST6949,Customer_CUST6949,Female,28,Jaipur,Rajasthan,India,North,2024-11-19,2024-11-24,Clothing,Accessories,Levi's Jeans,3,1000,0.01,2970.0,686.67,0.2312020202020202,323.28,UPI,Regular,Pending,4.0,5,11,4,2024
ORD503715,CUST8961,Customer_CUST8961,Male,31,Lucknow,Uttar Pradesh,India,North,2024-08-14,2024-08-23,Books,Academic,1984,5,1000,0.14,4300.0,642.33,0.14937906976744186,1684.7,Net Banking,Regular,Pending,3.0,9,8,3,2024
ORD342603,CUST2336,Customer_CUST2336,Male,63,Bangalore,Karnataka,India,South,2022-07-04,2022-07-11,Clothing,Footwear,Levi's Jeans,1,1500,0.15,1275.0,126.08,0.09888627450980392,495.69,Credit Card,Gold,Delivered,2.0,7,7,3,2022
ORD717962,CUST6093,Customer_CUST6093,Female,25,Delhi,Delhi,India,North,2024-05-15,2024-05-19,Books,Comics,The Alchemist,5,1000,0.21,3950.0,780.5,0.19759493670886075,2057.41,Debit Card,Regular,Cancelled,1.0,4,5,2,2024
ORD288315,CUST4779,Customer_CUST4779,Male,29,Bangalore,Karnataka,India,South,2024-09-18,2024-09-25,Electronics,Accessories,Samsung Galaxy,5,2000,0.03,9700.0,1995.04,0.2056742268041237,591.22,Debit Card,Silver,Returned,1.0,7,9,3,2024
ORD750927,CUST5366,Customer_CUST5366,Female,29,Ahmedabad,Gujarat,India,West,2024-10-04,2024-10-06,Electronics,Smartphones,Sony Headphones,2,2000,0.28,2880.0,644.61,0.22382291666666668,324.01,Net Banking,Silver,Returned,2.0,2,10,4,2024
ORD624773,CUST7334,Customer_CUST7334,Female,43,Ahmedabad,Gujarat,India,West,2022-12-19,2022-12-20,Sports & Outdoors,Camping,Running Shoes,1,1000,0.12,880.0,110.59,0.12567045454545456,446.93,Net Banking,Regular,Cancelled,2.0,1,12,4,2022
ORD539374,CUST3584,Customer_CUST3584,Female,25,Chennai,Tamil Nadu,India,South,2022-12-25,2022-12-27,Electronics,Laptops,iPad Air,4,10000,0.28,28800.0,2413.52,0.08380277777777778,957.22,Net Banking,Gold,Returned,5.0,2,12,4,2022
ORD569218,CUST9801,Customer_CUST9801,Male,53,Hyderabad,Telangana,India,South,2023-09-01,2023-09-06,Books,Fiction,Harry Potter,1,200,0.14,172.0,10.52,0.06116279069767441,239.46,Net Banking,Regular,Cancelled,3.0,5,9,3,2023
ORD542691,CUST3421,Customer_CUST3421,Female,41,Nagpur,Maharashtra,India,West,2022-04-02,2022-04-05,Books,Academic,Atomic Habits,1,1000,0.27,730.0,112.35,0.15390410958904108,333.14,COD,Silver,Pending,4.0,3,4,2,2022
ORD860126,CUST4778,Customer_CUST4778,Female,43,Jaipur,Rajasthan,India,North,2024-12-18,2024-12-21,Clothing,Kids' Wear,Formal Suit,2,2000,0.1,3600.0,425.03,0.11806388888888888,484.4,UPI,Regular,Returned,4.0,3,12,4,2024
ORD451801,CUST3796,Customer_CUST3796,Male,56,Delhi,Delhi,India,North,2022-08-22,2022-08-30,Sports & Outdoors,Camping,Yoga Mat,2,3000,0.25,4500.0,333.38,0.07408444444444444,461.81,COD,Gold,Cancelled,2.0,8,8,3,2022
ORD163432,CUST6963,Customer_CUST6963,Female,50,Hyderabad,Telangana,India,South,2022-04-16,2022-04-26,Electronics,Tablets,MacBook Pro,1,70000,0.04,67200.0,13553.84,0.20169404761904763,452.32,Credit Card,Silver,Returned,3.0,10,4,2,2022
ORD460320,CUST3026,Customer_CUST3026,Female,29,Indore,Madhya Pradesh,India,Central,2023-12-04,2023-12-05,Clothing,Footwear,Adidas Shoes,5,500,0.26,1850.0,399.14,0.21575135135135134,1040.19,Debit Card,Gold,Returned,5.0,1,12,4,2023
ORD947784,CUST2541,Customer_CUST2541,Male,46,Mumbai,Maharashtra,India,West,2024-04-23,2024-04-27,Clothing,Footwear,Adidas Shoes,3,500,0.16,1260.0,130.14,0.10328571428571427,568.51,COD,Silver,Pending,1.0,4,4,2,2024
ORD562062,CUST8068,Customer_CUST8068,Female,37,Jaipur,Rajasthan,India,North,2023-08-11,2023-08-13,Clothing,Kids' Wear,Winter Jacket,4,300,0.11,1068.0,70.21,0.06573970037453183,334.15,Credit Card,Premium,Pending,5.0,2,8,3,2023
ORD301319,CUST3526,Customer_CUST3526,Female,28,Indore,Madhya Pradesh,India,Central,2023-06-18,2023-06-20,Sports & Outdoors,Team Sports,Tent,3,2500,0.15,6375.0,1179.43,0.1850086274509804,393.71,COD,Premium,Cancelled,2.0,2,6,2,2023
ORD237527,CUST6495,Customer_CUST6495,Female,21,Hyderabad,Telangana,India,South,2022-07-09,2022-07-16,Home & Kitchen,Bedding,Mixer Grinder,2,3000,0.21,4740.0,530.66,0.11195358649789029,806.7,UPI,Regular,Delivered,4.0,7,7,3,2022
ORD131000,CUST4136,Customer_CUST4136,Male,24,Delhi,Delhi,India,North,2022-11-26,2022-12-02,Sports & Outdoors,Fitness,Mountain Bike,2,800,0.25,1200.0,195.38,0.16281666666666667,221.3,UPI,Premium,Cancelled,1.0,6,11,4,2022
ORD958025,CUST2794,Customer_CUST2794,Female,31,Bangalore,Karnataka,India,South,2022-02-20,2022-03-02,Clothing,Men's Wear,Polo Shirt,1,1000,0.24,760.0,163.44,0.21505263157894736,430.43,COD,Gold,Cancelled,2.0,10,2,1,2022
ORD467689,CUST9165,Customer_CUST9165,Male,23,Nagpur,Maharashtra,India,West,2024-10-04,2024-10-14,Sports & Outdoors,Team Sports,Football,5,500,0.17,2075.0,461.22,0.22227469879518075,1517.29,Credit Card,Regular,Cancelled,3.0,10,10,4,2024
ORD124102,CUST3699,Customer_CUST3699,Male,44,Delhi,Delhi,India,North,2022-03-06,2022-03-07,Clothing,Men's Wear,Adidas Shoes,1,1500,0.23,1155.0,98.16,0.08498701298701299,106.16,Net Banking,Silver,Returned,1.0,1,3,1,2022
ORD548514,CUST8396,Customer_CUST8396,Female,25,Indore,Madhya Pradesh,India,Central,2023-01-27,2023-02-01,Clothing,Men's Wear,Formal Suit,4,1000,0.28,2880.0,257.02,0.08924305555555555,1321.86,UPI,Premium,Returned,4.0,5,1,1,2023
ORD520697,CUST3944,Customer_CUST3944,Male,40,Lucknow,Uttar Pradesh,India,North,2022-05-23,2022-05-24,Sports & Outdoors,Outdoor Gear,Tent,4,2500,0.28,7200.0,1500.39,0.2083875,223.37,UPI,Regular,Delivered,3.0,1,5,2,2022
ORD329844,CUST6412,Customer_CUST6412,Male,20,Kolkata,West Bengal,India,East,2022-01-15,2022-01-24,Books,Non-Fiction,Sapiens,2,300,0.08,552.0,135.1,0.2447463768115942,494.0,Net Banking,Gold,Delivered,5.0,9,1,1,2022
ORD653223,CUST6401,Customer_CUST6401,Male,34,Hyderabad,Telangana,India,South,2022-05-12,2022-05-15,Clothing,Kids' Wear,Summer Dress,3,1000,0.21,2370.0,307.43,0.12971729957805908,298.37,Credit Card,Silver,Pending,4.0,3,5,2,2022
ORD842641,CUST2361,Customer_CUST2361,Female,25,Bangalore,Karnataka,India,South,2022-03-04,2022-03-07,Home & Kitchen,Appliances,Bed Sheets,4,1500,0.29,4260.0,1032.71,0.24242018779342725,929.26,Net Banking,Premium,Returned,4.0,3,3,1,2022
ORD216386,CUST7205,Customer_CUST7205,Male,18,Delhi,Delhi,India,North,2022-06-29,2022-07-04,Clothing,Accessories,Polo Shirt,4,300,0.27,876.0,178.8,0.2041095890410959,318.63,COD,Premium,Returned,4.0,5,6,2,2022
ORD666469,CUST1146,Customer_CUST1146,Female,36,Mumbai,Maharashtra,India,West,2024-02-28,2024-03-05,Home & Kitchen,Decor,Sofa Set,5,2000,0.16,8400.0,1966.19,0.2340702380952381,1619.99,Debit Card,Gold,Pending,2.0,6,2,1,2024
ORD176352,CUST8954,Customer_CUST8954,Male,19,Ahmedabad,Gujarat,India,West,2024-08-16,2024-08-17,Books,Non-Fiction,Sapiens,5,200,0.2,800.0,48.09,0.060112500000000006,1325.55,COD,Silver,Cancelled,2.0,1,8,3,2024
ORD963220,CUST5042,Customer_CUST5042,Female,52,Ahmedabad,Gujarat,India,West,2023-02-08,2023-02-14,Home & Kitchen,Furniture,Mixer Grinder,2,1500,0.2,2400.0,292.94,0.12205833333333334,796.04,Credit Card,Regular,Delivered,2.0,6,2,1,2023
ORD940231,CUST5020,Customer_CUST5020,Male,39,Ahmedabad,Gujarat,India,West,2024-02-17,2024-02-23,Books,Fiction,Harry Potter,3,150,0.26,333.0,17.42,0.052312312312312315,704.32,Credit Card,Regular,Delivered,4.0,6,2,1,2024
ORD178266,CUST4022,Customer_CUST4022,Male,45,Delhi,Delhi,India,North,2023-05-02,2023-05-04,Home & Kitchen,Decor,Dining Table,4,5000,0.1,18000.0,3121.35,0.17340833333333333,1497.04,Net Banking,Gold,Delivered,2.0,2,5,2,2023
ORD881864,CUST3068,Customer_CUST3068,Female,33,Jaipur,Rajasthan,India,North,2023-10-26,2023-10-31,Books,Fiction,1984,4,200,0.0,800.0,118.47,0.1480875,1538.49,Debit Card,Premium,Returned,3.0,5,10,4,2023
ORD663778,CUST4623,Customer_CUST4623,Female,19,Pune,Maharashtra,India,West,2023-01-26,2023-01-29,Books,Children,1984,4,300,0.02,1176.0,119.67,0.10176020408163265,420.29,UPI,Premium,Cancelled,5.0,3,1,1,2023
ORD914745,CUST4624,Customer_CUST4624,Male,56,Jaipur,Rajasthan,India,North,2022-07-28,2022-07-29,Home & Kitchen,Cookware,Bed Sheets,2,10000,0.11,17800.0,1550.84,0.08712584269662921,495.52,Debit Card,Regular,Cancelled,4.0,1,7,3,2022
ORD904284,CUST6688,Customer_CUST6688,Male,47,Pune,Maharashtra,India,West,2022-08-16,2022-08-20,Clothing,Kids' Wear,Adidas Shoes,5,300,0.05,1425.0,76.28,0.05352982456140351,1419.82,Debit Card,Regular,Delivered,1.0,4,8,3,2022
ORD475218,CUST5344,Customer_CUST5344,Male,37,Ahmedabad,Gujarat,India,West,2023-02-13,2023-02-19,Books,Children,Harry Potter,5,1000,0.27,3650.0,270.59,0.07413424657534246,2109.29,UPI,Premium,Pending,4.0,6,2,1,2023
ORD413005,CUST6597,Customer_CUST6597,Male,41,Chennai,Tamil Nadu,India,South,2022-10-20,2022-10-23,Sports & Outdoors,Outdoor Gear,Running Shoes,2,3000,0.11,5340.0,762.58,0.1428052434456929,528.79,Net Banking,Premium,Cancelled,3.0,3,10,4,2022
ORD483165,CUST4863,Customer_CUST4863,Male,41,Hyderabad,Telangana,India,South,2023-08-07,2023-08-17,Sports & Outdoors,Outdoor Gear,Mountain Bike,3,3000,0.15,7650.0,691.88,0.09044183006535948,405.28,COD,Silver,Delivered,2.0,10,8,3,2023
ORD477338,CUST4417,Customer_CUST4417,Female,42,Mumbai,Maharashtra,India,West,2024-07-04,2024-07-12,Clothing,Footwear,Winter Jacket,1,500,0.15,425.0,35.01,0.08237647058823529,282.42,Net Banking,Silver,Cancelled,2.0,8,7,3,2024
ORD378156,CUST4445,Customer_CUST4445,Male,27,Pune,Maharashtra,India,West,2024-11-07,2024-11-17,Sports & Outdoors,Outdoor Gear,Running Shoes,2,500,0.21,790.0,144.09,0.18239240506329113,266.52,COD,Regular,Returned,5.0,10,11,4,2024
ORD448661,CUST5380,Customer_CUST5380,Male,40,Hyderabad,Telangana,India,South,2023-07-17,2023-07-22,Home & Kitchen,Decor,Wall Art,2,10000,0.09,18200.0,3873.36,0.21282197802197803,758.69,Credit Card,Gold,Returned,4.0,5,7,3,2023
ORD425878,CUST5572,Customer_CUST5572,Female,39,Indore,Madhya Pradesh,India,Central,2024-01-13,2024-01-22,Books,Fiction,Harry Potter,2,500,0.23,770.0,101.3,0.13155844155844154,542.98,Credit Card,Gold,Pending,2.0,9,1,1,2024
ORD230917,CUST7526,Customer_CUST7526,Male,40,Lucknow,Uttar Pradesh,India,North,2024-03-12,2024-03-13,Electronics,Tablets,MacBook Pro,5,2000,0.21,7900.0,944.05,0.1195,284.25,UPI,Gold,Cancelled,4.0,1,3,1,2024
ORD677157,CUST9330,Customer_CUST9330,Female,40,Jaipur,Rajasthan,India,North,2022-10-04,2022-10-08,Home & Kitchen,Bedding,Mixer Grinder,4,3000,0.17,9960.0,1216.05,0.12209337349397589,1019.05,Net Banking,Regular,Delivered,1.0,4,10,4,2022
ORD328033,CUST8718,Customer_CUST8718,Male,52,Nagpur,Maharashtra,India,West,2023-02-03,2023-02-07,Books,Children,1984,3,500,0.16,1260.0,277.78,0.22046031746031744,374.88,COD,Regular,Pending,5.0,4,2,1,2023
ORD485613,CUST3507,Customer_CUST3507,Female,47,Mumbai,Maharashtra,India,West,2022-11-23,2022-11-27,Sports & Outdoors,Cycling,Tent,5,800,0.13,3480.0,245.31,0.07049137931034483,1928.94,UPI,Regular,Delivered,2.0,4,11,4,2022
ORD116550,CUST5457,Customer_CUST5457,Female,20,Delhi,Delhi,India,North,2022-09-27,2022-09-30,Sports & Outdoors,Fitness,Running Shoes,1,500,0.03,485.0,52.05,0.10731958762886597,447.31,Net Banking,Premium,Pending,5.0,3,9,3,2022
ORD895230,CUST6251,Customer_CUST6251,Female,20,Chennai,Tamil Nadu,India,South,2024-11-20,2024-11-29,Home & Kitchen,Appliances,Sofa Set,1,3000,0.03,2910.0,584.03,0.2006975945017182,248.23,UPI,Regular,Returned,1.0,9,11,4,2024
ORD206020,CUST7143,Customer_CUST7143,Female,32,Indore,Madhya Pradesh,India,Central,2022-05-27,2022-05-30,Home & Kitchen,Appliances,Wall Art,3,1500,0.08,4140.0,857.57,0.2071425120772947,1089.2,Net Banking,Silver,Delivered,1.0,3,5,2,2022
ORD120009,CUST6506,Customer_CUST6506,Female,44,Ahmedabad,Gujarat,India,West,2022-01-04,2022-01-14,Clothing,Kids' Wear,Adidas Shoes,3,2000,0.13,5220.0,788.26,0.15100766283524905,743.73,UPI,Premium,Delivered,2.0,10,1,1,2022
ORD246509,CUST1453,Customer_CUST1453,Female,40,Hyderabad,Telangana,India,South,2024-11-10,2024-11-19,Electronics,Cameras,Samsung Galaxy,2,70000,0.04,134400.0,8379.15,0.06234486607142857,877.03,Credit Card,Premium,Cancelled,2.0,9,11,4,2024
ORD817212,CUST8310,Customer_CUST8310,Female,43,Mumbai,Maharashtra,India,West,2024-11-01,2024-11-09,Clothing,Women's Wear,Winter Jacket,2,300,0.29,426.0,42.55,0.09988262910798121,402.5,Debit Card,Premium,Returned,4.0,8,11,4,2024
ORD690736,CUST1544,Customer_CUST1544,Male,46,Mumbai,Maharashtra,India,West,2024-10-04,2024-10-07,Sports & Outdoors,Outdoor Gear,Tent,5,1000,0.25,3750.0,259.19,0.06911733333333334,462.63,Credit Card,Premium,Returned,5.0,3,10,4,2024
ORD692611,CUST8656,Customer_CUST8656,Female,51,Mumbai,Maharashtra,India,West,2024-08-23,2024-09-01,Books,Non-Fiction,1984,2,300,0.21,474.0,26.95,0.05685654008438818,884.72,Debit Card,Premium,Cancelled,3.0,9,8,3,2024
ORD411353,CUST2496,Customer_CUST2496,Male,36,Hyderabad,Telangana,India,South,2022-07-07,2022-07-09,Sports & Outdoors,Cycling,Yoga Mat,4,500,0.24,1520.0,127.17,0.08366447368421052,1882.5,UPI,Regular,Delivered,5.0,2,7,3,2022
ORD204259,CUST5718,Customer_CUST5718,Male,21,Nagpur,Maharashtra,India,West,2023-09-30,2023-10-10,Clothing,Kids' Wear,Adidas Shoes,5,1000,0.06,4700.0,1130.63,0.24055957446808512,293.89,Debit Card,Regular,Pending,4.0,10,9,3,2023
ORD687350,CUST9778,Customer_CUST9778,Female,19,Hyderabad,Telangana,India,South,2023-05-04,2023-05-13,Electronics,Laptops,iPad Air,2,50000,0.25,75000.0,17943.25,0.23924333333333334,137.94,COD,Silver,Delivered,2.0,9,5,2,2023
ORD626930,CUST7567,Customer_CUST7567,Male,29,Bangalore,Karnataka,India,South,2022-10-15,2022-10-23,Clothing,Men's Wear,Adidas Shoes,4,1000,0.08,3680.0,605.57,0.16455706521739133,1248.43,UPI,Gold,Delivered,4.0,8,10,4,2022
ORD614672,CUST1600,Customer_CUST1600,Male,44,Mumbai,Maharashtra,India,West,2024-07-20,2024-07-30,Books,Non-Fiction,Atomic Habits,5,500,0.18,2050.0,391.18,0.19081951219512194,868.53,Net Banking,Silver,Returned,2.0,10,7,3,2024
ORD424837,CUST5077,Customer_CUST5077,Female,23,Ahmedabad,Gujarat,India,West,2024-12-21,2024-12-27,Sports & Outdoors,Cycling,Mountain Bike,3,3000,0.19,7290.0,1090.94,0.1496488340192044,1209.7,UPI,Silver,Returned,1.0,6,12,4,2024
ORD391941,CUST2850,Customer_CUST2850,Male,44,Kolkata,West Bengal,India,East,2022-12-01,2022-12-05,Electronics,Smartphones,Samsung Galaxy,4,10000,0.1,36000.0,3622.32,0.10062,278.82,Credit Card,Regular,Cancelled,1.0,4,12,4,2022
ORD653644,CUST3674,Customer_CUST3674,Female,24,Bangalore,Karnataka,India,South,2023-05-22,2023-05-28,Clothing,Accessories,Levi's Jeans,5,500,0.11,2225.0,466.79,0.2097932584269663,897.27,Credit Card,Gold,Returned,4.0,6,5,2,2023
ORD640979,CUST7074,Customer_CUST7074,Female,36,Hyderabad,Telangana,India,South,2022-08-31,2022-09-05,Books,Children,Harry Potter,3,500,0.16,1260.0,257.55,0.20440476190476192,526.02,Credit Card,Premium,Delivered,2.0,5,8,3,2022
ORD642948,CUST5250,Customer_CUST5250,Male,45,Mumbai,Maharashtra,India,West,2023-04-27,2023-05-06,Electronics,Smartphones,Canon Camera,3,2000,0.21,4740.0,357.2,0.07535864978902954,1388.89,UPI,Premium,Cancelled,,9,4,2,2023
ORD602590,CUST6326,Customer_CUST6326,Male,18,Bangalore,Karnataka,India,South,2023-10-09,2023-10-19,Home & Kitchen,Cookware,Mixer Grinder,5,1500,0.06,7050.0,1026.23,0.1455645390070922,2071.09,COD,Regular,Cancelled,1.0,10,10,4,2023
ORD565319,CUST2905,Customer_CUST2905,Male,41,Indore,Madhya Pradesh,India,Central,2024-06-19,2024-06-27,Home & Kitchen,Furniture,Bed Sheets,1,3000,0.26,2220.0,319.83,0.14406756756756756,168.47,Credit Card,Premium,Cancelled,2.0,8,6,2,2024
ORD433117,CUST6582,Customer_CUST6582,Female,41,Delhi,Delhi,India,North,2024-07-11,2024-07-12,Sports & Outdoors,Outdoor Gear,Football,2,3000,0.22,4680.0,521.81,0.11149786324786323,697.69,Debit Card,Regular,Delivered,2.0,1,7,3,2024
ORD650677,CUST7769,Customer_CUST7769,Female,45,Delhi,Delhi,India,North,2023-05-07,2023-05-12,Clothing,Footwear,Levi's Jeans,3,1500,0.17,3735.0,782.61,0.20953413654618475,1488.52,Debit Card,Silver,Cancelled,5.0,5,5,2,2023
ORD826870,CUST9689,Customer_CUST9689,Male,41,Chennai,Tamil Nadu,India,South,2022-09-19,2022-09-20,Electronics,Smartphones,Fitbit Watch,3,30000,0.06,84600.0,10314.39,0.12191950354609929,365.87,UPI,Premium,Pending,3.0,1,9,3,2022
ORD766688,CUST2185,Customer_CUST2185,Male,38,Pune,Maharashtra,India,West,2023-11-29,2023-12-09,Sports & Outdoors,Camping,Football,4,500,0.5,1000.0,89.16,0.08916,1913.13,Credit Card,Gold,Delivered,4.0,10,11,4,2023
ORD455400,CUST9598,Customer_CUST9598,Male,28,Pune,Maharashtra,India,West,2024-10-18,2024-10-25,Sports & Outdoors,Camping,Mountain Bike,1,3000,0.26,2220.0,264.41,0.11910360360360361,124.69,Credit Card,Gold,Delivered,4.0,7,10,4,2024
ORD575274,CUST8277,Customer_CUST8277,Female,43,Jaipur,Rajasthan,India,North,2022-07-28,2022-08-02,Electronics,Accessories,MacBook Pro,2,50000,0.2,80000.0,4425.92,0.055324,464.41,Credit Card,Premium,Delivered,3.0,5,7,3,2022
ORD991064,CUST8052,Customer_CUST8052,Female,39,Bangalore,Karnataka,India,South,2022-06-02,2022-06-05,Clothing,Kids' Wear,Adidas Shoes,2,500,0.13,870.0,184.27,0.21180459770114943,651.69,Debit Card,Silver,Delivered,3.0,3,6,2,2022
ORD825865,CUST9085,Customer_CUST9085,Female,18,Pune,Maharashtra,India,West,2024-08-08,2024-08-15,Books,Academic,Atomic Habits,1,300,0.08,276.0,60.38,0.218768115942029,210.98,UPI,Regular,Delivered,5.0,7,8,3,2024
ORD646854,CUST8777,Customer_CUST8777,Male,53,Jaipur,Rajasthan,India,North,2024-11-20,2024-11-27,Books,Children,Sapiens,4,200,0.19,648.0,137.15,0.21165123456790125,1174.84,Net Banking,Gold,Cancelled,1.0,7,11,4,2024
ORD803330,CUST8049,Customer_CUST8049,Male,35,Lucknow,Uttar Pradesh,India,North,2023-03-24,2023-03-26,Home & Kitchen,Bedding,Mixer Grinder,2,10000,0.12,17600.0,4174.52,0.23718863636363638,165.23,Credit Card,Gold,Cancelled,2.0,2,3,1,2023
ORD776685,CUST2499,Customer_CUST2499,Female,32,Chennai,Tamil Nadu,India,South,2022-09-16,2022-09-22,Home & Kitchen,Decor,Bed Sheets,5,10000,0.21,39500.0,3122.99,0.07906303797468354,877.16,Debit Card,Regular,Delivered,5.0,6,9,3,2022
ORD465703,CUST1139,Customer_CUST1139,Male,26,Mumbai,Maharashtra,India,West,2024-06-03,2024-06-04,Electronics,Laptops,Sony Headphones,5,2000,0.17,8300.0,1950.58,0.23500963855421686,273.28,Net Banking,Silver,Cancelled,1.0,1,6,2,2024
ORD907032,CUST8294,Customer_CUST8294,Female,27,Delhi,Delhi,India,North,2022-10-12,2022-10-14,Books,Fiction,1984,5,150,0.14,645.0,48.53,0.07524031007751938,1642.13,COD,Silver,Cancelled,1.0,2,10,4,2022
